40,2,10,0.14484126984126983,0.21428571428571425
40,2,15,0.1607142857142857,0.22023809523809521
40,2,20,0.17460317460317457,0.21428571428571427
40,2,25,0.15873015873015872,0.22023809523809521
40,2,30,0.15277777777777779,0.21031746031746032
40,2,35,0.14880952380952381,0.20238095238095236
40,2,40,0.15277777777777776,0.21428571428571427
40,2,45,0.14087301587301587,0.22023809523809521
40,2,50,0.13492063492063489,0.23015873015873012
40,2,55,0.13690476190476189,0.22023809523809521
40,2,60,0.13492063492063489,0.22619047619047616
40,3,10,0.14484126984126983,0.1984126984126984
40,3,15,0.14880952380952381,0.19444444444444442
40,3,20,0.17063492063492061,0.20436507936507933
40,3,25,0.14682539682539683,0.20436507936507933
40,3,30,0.1607142857142857,0.19246031746031744
40,3,35,0.15674603174603174,0.18452380952380951
40,3,40,0.14682539682539683,0.19444444444444442
40,3,45,0.15674603174603174,0.20436507936507933
40,3,50,0.16468253968253965,0.21428571428571427
40,3,55,0.15873015873015872,0.20039682539682538
40,3,60,0.15277777777777776,0.21230158730158727
40,4,10,0.15277777777777779,0.21626984126984125
40,4,15,0.15277777777777779,0.21626984126984125
40,4,20,0.17460317460317457,0.21428571428571427
40,4,25,0.14880952380952378,0.21031746031746029
40,4,30,0.14880952380952381,0.20238095238095236
40,4,35,0.16468253968253965,0.19246031746031741
40,4,40,0.16865079365079361,0.20238095238095236
40,4,45,0.16269841269841268,0.20634920634920631
40,4,50,0.15277777777777779,0.21230158730158727
40,4,55,0.15277777777777776,0.20238095238095236
40,4,60,0.15079365079365076,0.21428571428571425
40,5,10,0.14484126984126983,0.22222222222222218
40,5,15,0.1388888888888889,0.22619047619047616
40,5,20,0.15277777777777776,0.22619047619047616
40,5,25,0.14484126984126983,0.22222222222222218
40,5,30,0.15277777777777776,0.20833333333333329
40,5,35,0.14285714285714285,0.20039682539682538
40,5,40,0.15476190476190474,0.20039682539682538
40,5,45,0.15079365079365079,0.20039682539682538
40,5,50,0.15674603174603174,0.20238095238095238
40,5,55,0.14880952380952378,0.19047619047619044
40,5,60,0.13293650793650794,0.20238095238095236
40,6,10,0.13492063492063494,0.21825396825396823
40,6,15,0.12499999999999997,0.21825396825396826
40,6,20,0.13690476190476192,0.22222222222222221
40,6,25,0.14087301587301587,0.22023809523809523
40,6,30,0.12698412698412698,0.21825396825396823
40,6,35,0.1468253968253968,0.20634920634920631
40,6,40,0.15873015873015872,0.21230158730158727
40,6,45,0.13690476190476189,0.21230158730158727
40,6,50,0.1468253968253968,0.21230158730158727
40,6,55,0.13690476190476189,0.20039682539682538
40,6,60,0.13095238095238093,0.1984126984126984
40,7,10,0.14087301587301587,0.19444444444444442
40,7,15,0.15277777777777773,0.1964285714285714
40,7,20,0.16269841269841268,0.20436507936507933
40,7,25,0.14087301587301584,0.20634920634920634
40,7,30,0.13492063492063489,0.20634920634920631
40,7,35,0.14880952380952378,0.1964285714285714
40,7,40,0.17460317460317457,0.20238095238095236
40,7,45,0.17658730158730157,0.20833333333333329
40,7,50,0.16468253968253965,0.21031746031746026
40,7,55,0.13690476190476189,0.19047619047619047
40,7,60,0.14484126984126983,0.1984126984126984
40,8,10,0.14285714285714285,0.20238095238095236
40,8,15,0.13492063492063491,0.20833333333333331
40,8,20,0.14880952380952381,0.21626984126984125
40,8,25,0.13888888888888887,0.21825396825396823
40,8,30,0.14285714285714285,0.21825396825396823
40,8,35,0.14484126984126983,0.20634920634920634
40,8,40,0.15674603174603172,0.2123015873015873
40,8,45,0.15674603174603174,0.21031746031746029
40,8,50,0.15277777777777776,0.20634920634920631
40,8,55,0.14285714285714282,0.18650793650793648
40,8,60,0.13293650793650791,0.19047619047619044
40,9,10,0.13293650793650791,0.22420634920634919
40,9,15,0.13492063492063491,0.22222222222222221
40,9,20,0.1468253968253968,0.22619047619047616
40,9,25,0.14484126984126983,0.22817460317460314
40,9,30,0.14285714285714285,0.22817460317460314
40,9,35,0.14484126984126983,0.2123015873015873
40,9,40,0.13492063492063489,0.22619047619047616
40,9,45,0.15476190476190474,0.21626984126984125
40,9,50,0.13690476190476186,0.2123015873015873
40,9,55,0.12698412698412698,0.18650793650793648
40,9,60,0.13690476190476189,0.19444444444444442
40,10,10,0.14285714285714285,0.21825396825396826
40,10,15,0.13293650793650791,0.21626984126984125
40,10,20,0.14285714285714285,0.22023809523809521
40,10,25,0.13293650793650791,0.22023809523809521
40,10,30,0.13690476190476189,0.22023809523809521
40,10,35,0.14087301587301587,0.20436507936507936
40,10,40,0.13690476190476186,0.21626984126984125
40,10,45,0.14880952380952378,0.20833333333333331
40,10,50,0.15476190476190477,0.20634920634920631
40,10,55,0.14285714285714285,0.18849206349206349
40,10,60,0.14087301587301587,0.1984126984126984
40,11,10,0.15476190476190477,0.21626984126984125
40,11,15,0.15476190476190474,0.21031746031746032
40,11,20,0.15674603174603174,0.21626984126984125
40,11,25,0.14484126984126983,0.21626984126984125
40,11,30,0.13690476190476192,0.21626984126984125
40,11,35,0.1388888888888889,0.20436507936507936
40,11,40,0.1468253968253968,0.2123015873015873
40,11,45,0.14880952380952378,0.20238095238095236
40,11,50,0.14484126984126983,0.20238095238095236
40,11,55,0.12896825396825395,0.1825396825396825
40,11,60,0.13492063492063489,0.19246031746031741
40,12,10,0.1468253968253968,0.2182539682539682
40,12,15,0.14484126984126983,0.21626984126984122
40,12,20,0.15277777777777776,0.22023809523809523
40,12,25,0.1388888888888889,0.22023809523809523
40,12,30,0.13095238095238093,0.21825396825396826
40,12,35,0.14880952380952381,0.20238095238095236
40,12,40,0.14682539682539683,0.21825396825396823
40,12,45,0.15277777777777776,0.21031746031746029
40,12,50,0.15476190476190474,0.20634920634920631
40,12,55,0.12103174603174602,0.18849206349206349
40,12,60,0.125,0.19444444444444442
40,13,10,0.1468253968253968,0.2123015873015873
40,13,15,0.1468253968253968,0.20833333333333329
40,13,20,0.15674603174603174,0.21031746031746029
40,13,25,0.14087301587301587,0.2123015873015873
40,13,30,0.125,0.21031746031746032
40,13,35,0.13095238095238093,0.19444444444444442
40,13,40,0.1468253968253968,0.20436507936507933
40,13,45,0.15674603174603174,0.20039682539682538
40,13,50,0.15277777777777779,0.19642857142857142
40,13,55,0.13492063492063489,0.17460317460317457
40,13,60,0.13095238095238093,0.17658730158730157
40,14,10,0.14484126984126983,0.20833333333333331
40,14,15,0.14880952380952378,0.20238095238095236
40,14,20,0.14880952380952381,0.20833333333333334
40,14,25,0.14484126984126983,0.21031746031746032
40,14,30,0.1388888888888889,0.21031746031746032
40,14,35,0.15277777777777776,0.19246031746031744
40,14,40,0.1468253968253968,0.20238095238095236
40,14,45,0.15277777777777776,0.1984126984126984
40,14,50,0.13690476190476189,0.1964285714285714
40,14,55,0.14484126984126983,0.17658730158730157
40,14,60,0.14880952380952378,0.17460317460317457
